"id_hogar";"año";"mes";"consumo_kwh";"tipo_vivienda";"tipo_energia";"factura_mensual";"provincia";"comunidad_autonoma";"tamaño_vivienda_m2";"num_habitantes";"aislamiento_vivienda";"uso_energia_renovable";"precio_energia_eur_kwh";"tipo_equipos_electronicos";"estacion";"modo_facturacion";"consumo_promedio_historico";"vivienda_alquiler_propiedad";"años_vivienda_ocupada";"temperatura_media_mensual";"id_provincia";"id_comunidad";"id_tipo_vivienda";"id_tipo_energia"
"Hogar_96";2022;"Septiembre";429.0;"Apartamento";"Eléctrica";154.0;"Murcia";"Región de Murcia";54;5;"Deficiente";"Sí";0.253;"Electrodomésticos";"Otoño";"Tarifa variable";294.0;"Alquiler";2;24.0;5;5;2;1
"Hogar_97";2021;"Noviembre";208.0;"Casa";"Gas";141.0;"Málaga";"Andalucía";93;4;"Regular";"Sí";0.108;"Electrodomésticos";"Primavera";"Tarifa variable";346.0;"Alquiler";14;21.0;7;2;1;2
"Hogar_98";2021;"Febrero";177.0;"Casa";"Gas";88.0;"Madrid";"Comunidad de Madrid";146;4;"Bueno";"Sí";0.284;"Electrodomésticos";"Primavera";"Tarifa variable";336.0;"Propiedad";16;19.0;8;7;1;2
"Hogar_99";2021;"Junio";107.0;"Casa";"Gas";132.0;"Las Palmas";"Canarias";99;3;"Deficiente";"Sí";0.195;"Calefacción eléctrica";"Otoño";"Tarifa fija";263.0;"Alquiler";1;15.0;6;6;1;2
"Hogar_100";2021;"Julio";384.0;"Apartamento";"Eléctrica";142.0;"Madrid";"Comunidad de Madrid";140;2;"Deficiente";"No";0.221;"Aire acondicionado";"Primavera";"Tarifa variable";292.0;"Propiedad";2;10.0;8;7;2;1
"Hogar_1";2022;"Febrero";206.0;"Casa";"Eléctrica";182.0;"Bilbao";"País Vasco";136;4;"Bueno";"Sí";0.22;"Calefacción eléctrica";"Invierno";"Tarifa fija";381.0;"Propiedad";7;10.0;1;1;1;1
"Hogar_2";2021;"Julio";199.0;"Casa";"Gas";87.0;"Sevilla";"Andalucía";47;3;"Deficiente";"Sí";0.139;"Aire acondicionado";"Primavera";"Tarifa fija";324.0;"Alquiler";10;18.0;2;2;1;2
"Hogar_3";2021;"Febrero";219.0;"Apartamento";"Eléctrica";65.0;"Palma";"Islas Baleares";92;5;"Deficiente";"Sí";0.133;"Electrodomésticos";"Invierno";"Tarifa variable";378.0;"Alquiler";1;21.0;3;3;2;1
"Hogar_4";2021;"Julio";194.0;"Apartamento";"Eléctrica";197.0;"Sevilla";"Andalucía";99;4;"Bueno";"Sí";0.15;"Calefacción eléctrica";"Otoño";"Tarifa variable";238.0;"Propiedad";13;18.0;2;2;2;1
"Hogar_5";2022;"Septiembre";408.0;"Apartamento";"Eléctrica";186.0;"Sevilla";"Andalucía";147;3;"Deficiente";"Sí";0.252;"Electrodomésticos";"Otoño";"Tarifa variable";203.0;"Alquiler";1;22.0;2;2;2;1
"Hogar_6";2022;"Noviembre";483.0;"Apartamento";"Gas";121.0;"Valencia";"Comunidad Valenciana";147;3;"Bueno";"Sí";0.108;"Aire acondicionado";"Primavera";"Tarifa variable";325.0;"Alquiler";5;10.0;4;4;2;2
"Hogar_7";2022;"Abril";128.0;"Apartamento";"Gas";74.0;"Valencia";"Comunidad Valenciana";44;1;"Bueno";"Sí";0.284;"Aire acondicionado";"Invierno";"Tarifa variable";202.0;"Alquiler";16;15.0;4;4;2;2
"Hogar_8";2022;"Septiembre";197.0;"Casa";"Eléctrica";145.0;"Murcia";"Región de Murcia";142;5;"Regular";"Sí";0.196;"Aire acondicionado";"Primavera";"Tarifa variable";263.0;"Alquiler";15;13.0;5;5;1;1
"Hogar_9";2022;"Junio";471.0;"Apartamento";"Gas";57.0;"Palma";"Islas Baleares";107;1;"Regular";"No";0.228;"Electrodomésticos";"Verano";"Tarifa variable";228.0;"Alquiler";17;16.0;3;3;2;2
"Hogar_10";2022;"Julio";377.0;"Apartamento";"Eléctrica";179.0;"Las Palmas";"Canarias";45;2;"Deficiente";"Sí";0.253;"Aire acondicionado";"Verano";"Tarifa fija";315.0;"Alquiler";16;11.0;6;6;2;1
"Hogar_11";2022;"Mayo";411.0;"Apartamento";"Gas";122.0;"Málaga";"Andalucía";148;1;"Deficiente";"No";0.281;"Electrodomésticos";"Verano";"Tarifa variable";210.0;"Alquiler";13;24.0;7;2;2;2
"Hogar_12";2021;"Junio";263.0;"Casa";"Eléctrica";115.0;"Palma";"Islas Baleares";135;1;"Bueno";"Sí";0.147;"Calefacción eléctrica";"Verano";"Tarifa variable";296.0;"Propiedad";11;13.0;3;3;1;1
"Hogar_13";2022;"Abril";454.0;"Apartamento";"Eléctrica";150.0;"Madrid";"Comunidad de Madrid";133;4;"Deficiente";"Sí";0.19;"Aire acondicionado";"Primavera";"Tarifa fija";301.0;"Alquiler";17;23.0;8;7;2;1
"Hogar_14";2021;"Julio";448.0;"Casa";"Gas";149.0;"Bilbao";"País Vasco";86;3;"Bueno";"Sí";0.212;"Aire acondicionado";"Verano";"Tarifa variable";385.0;"Propiedad";17;16.0;1;1;1;2
"Hogar_15";2022;"Noviembre";310.0;"Casa";"Gas";139.0;"Sevilla";"Andalucía";138;5;"Bueno";"Sí";0.188;"Aire acondicionado";"Invierno";"Tarifa variable";354.0;"Propiedad";2;24.0;2;2;1;2
"Hogar_16";2021;"Noviembre";228.0;"Apartamento";"Gas";186.0;"Zaragoza";"Aragón";94;1;"Deficiente";"No";0.203;"Calefacción eléctrica";"Otoño";"Tarifa fija";220.0;"Propiedad";13;18.0;9;8;2;2
"Hogar_17";2022;"Mayo";418.0;"Apartamento";"Eléctrica";187.0;"Valencia";"Comunidad Valenciana";79;5;"Bueno";"Sí";0.153;"Aire acondicionado";"Otoño";"Tarifa variable";238.0;"Propiedad";14;23.0;4;4;2;1
"Hogar_18";2021;"Septiembre";418.0;"Apartamento";"Gas";71.0;"Valencia";"Comunidad Valenciana";91;1;"Regular";"Sí";0.254;"Electrodomésticos";"Verano";"Tarifa variable";301.0;"Alquiler";11;10.0;4;4;2;2
"Hogar_19";2022;"Noviembre";312.0;"Casa";"Eléctrica";54.0;"Madrid";"Comunidad de Madrid";55;2;"Deficiente";"No";0.11;"Electrodomésticos";"Verano";"Tarifa variable";245.0;"Propiedad";10;21.0;8;7;1;1
"Hogar_20";2021;"Noviembre";339.0;"Casa";"Gas";170.0;"Murcia";"Región de Murcia";52;1;"Regular";"No";0.289;"Aire acondicionado";"Verano";"Tarifa variable";265.0;"Propiedad";3;23.0;5;5;1;2
"Hogar_21";2021;"Abril";339.0;"Casa";"Gas";-1.0;"Palma";"Islas Baleares";145;4;"Deficiente";"Sí";0.215;"Aire acondicionado";"Primavera";"Tarifa variable";290.0;"Propiedad";17;12.0;3;3;1;2
"Hogar_22";2022;"Mayo";258.0;"Apartamento";"Eléctrica";-1.0;"Bilbao";"País Vasco";69;3;"Bueno";"No";0.106;"Calefacción eléctrica";"Otoño";"Tarifa variable";363.0;"Propiedad";15;11.0;1;1;2;1
"Hogar_23";2022;"Noviembre";125.0;"Casa";"Gas";-1.0;"Murcia";"Región de Murcia";58;2;"Deficiente";"No";0.187;"Calefacción eléctrica";"Verano";"Tarifa fija";310.0;"Propiedad";9;16.0;5;5;1;2
"Hogar_24";2022;"Enero";218.0;"Casa";"Gas";-1.0;"Madrid";"Comunidad de Madrid";56;1;"Regular";"No";0.115;"Calefacción eléctrica";"Invierno";"Tarifa variable";281.0;"Alquiler";10;24.0;8;7;1;2
"Hogar_25";2021;"Diciembre";479.0;"Casa";"Gas";-1.0;"Valencia";"Comunidad Valenciana";102;5;"Bueno";"Sí";0.113;"Aire acondicionado";"Verano";"Tarifa variable";322.0;"Alquiler";8;18.0;4;4;1;2
"Hogar_26";2021;"Agosto";449.0;"Apartamento";"Eléctrica";-1.0;"Murcia";"Región de Murcia";58;2;"Deficiente";"Sí";0.122;"Calefacción eléctrica";"Otoño";"Tarifa fija";392.0;"Propiedad";13;17.0;5;5;2;1
"Hogar_27";2022;"Mayo";346.0;"Casa";"Eléctrica";72.0;"Sevilla";"Andalucía";131;2;"Deficiente";"Sí";0.171;"Calefacción eléctrica";"Verano";"Tarifa fija";390.0;"Alquiler";18;12.0;2;2;1;1
"Hogar_28";2022;"Febrero";358.0;"Casa";"Eléctrica";104.0;"Sevilla";"Andalucía";97;1;"Deficiente";"No";0.187;"Electrodomésticos";"Otoño";"Tarifa variable";298.0;"Alquiler";5;10.0;2;2;1;1
"Hogar_29";2021;"Octubre";132.0;"Apartamento";"Eléctrica";100.0;"Zaragoza";"Aragón";94;2;"Regular";"Sí";0.125;"Calefacción eléctrica";"Verano";"Tarifa fija";234.0;"Propiedad";6;22.0;9;8;2;1
"Hogar_30";2022;"Mayo";341.0;"Casa";"Eléctrica";149.0;"Madrid";"Comunidad de Madrid";129;5;"Regular";"No";0.162;"Electrodomésticos";"Invierno";"Tarifa variable";358.0;"Propiedad";17;11.0;8;7;1;1
"Hogar_31";2021;"Enero";381.0;"Casa";"Gas";152.0;"Sevilla";"Andalucía";140;2;"Deficiente";"Sí";0.135;"Electrodomésticos";"Verano";"Tarifa variable";355.0;"Propiedad";11;19.0;2;2;1;2
"Hogar_32";2022;"Febrero";488.0;"Casa";"Gas";144.0;"Sevilla";"Andalucía";129;5;"Bueno";"Sí";0.289;"Calefacción eléctrica";"Invierno";"Tarifa fija";302.0;"Alquiler";16;23.0;2;2;1;2
"Hogar_33";2022;"Febrero";213.0;"Apartamento";"Gas";132.0;"Madrid";"Comunidad de Madrid";101;1;"Bueno";"No";0.141;"Electrodomésticos";"Invierno";"Tarifa variable";328.0;"Propiedad";9;13.0;8;7;2;2
"Hogar_34";2022;"Octubre";415.0;"Casa";"Eléctrica";165.0;"Valencia";"Comunidad Valenciana";62;3;"Regular";"Sí";0.137;"Aire acondicionado";"Verano";"Tarifa variable";224.0;"Alquiler";2;19.0;4;4;1;1
"Hogar_35";2022;"Septiembre";410.0;"Apartamento";"Eléctrica";152.0;"Murcia";"Región de Murcia";48;2;"Bueno";"No";0.164;"Aire acondicionado";"Invierno";"Tarifa fija";242.0;"Alquiler";5;11.0;5;5;2;1
"Hogar_36";2022;"Septiembre";191.0;"Casa";"Eléctrica";198.0;"Valencia";"Comunidad Valenciana";51;3;"Regular";"No";0.11;"Calefacción eléctrica";"Primavera";"Tarifa fija";283.0;"Alquiler";1;19.0;4;4;1;1
"Hogar_37";2022;"Octubre";406.0;"Casa";"Eléctrica";190.0;"Málaga";"Andalucía";40;5;"Deficiente";"Sí";0.155;"Aire acondicionado";"Verano";"Tarifa fija";394.0;"Propiedad";4;12.0;7;2;1;1
"Hogar_38";2021;"Marzo";487.0;"Apartamento";"Gas";118.0;"Las Palmas";"Canarias";97;2;"Regular";"No";0.148;"Electrodomésticos";"Verano";"Tarifa fija";390.0;"Alquiler";4;21.0;6;6;2;2
"Hogar_39";2022;"Febrero";499.0;"Casa";"Eléctrica";99.0;"Zaragoza";"Aragón";40;4;"Regular";"Sí";0.172;"Aire acondicionado";"Invierno";"Tarifa variable";250.0;"Propiedad";3;14.0;9;8;1;1
"Hogar_40";2021;"Noviembre";232.0;"Casa";"Gas";195.0;"Málaga";"Andalucía";73;3;"Deficiente";"Sí";0.118;"Calefacción eléctrica";"Invierno";"Tarifa fija";329.0;"Propiedad";9;16.0;7;2;1;2
"Hogar_41";2021;"Mayo";190.0;"Apartamento";"Eléctrica";116.0;"Zaragoza";"Aragón";135;2;"Bueno";"No";0.174;"Calefacción eléctrica";"Verano";"Tarifa fija";325.0;"Propiedad";12;18.0;9;8;2;1
"Hogar_42";2021;"Marzo";201.0;"Casa";"Eléctrica";71.0;"Sevilla";"Andalucía";87;3;"Regular";"Sí";0.215;"Electrodomésticos";"Primavera";"Tarifa fija";391.0;"Propiedad";10;12.0;2;2;1;1
"Hogar_43";2022;"Mayo";247.0;"Apartamento";"Eléctrica";145.0;"Murcia";"Región de Murcia";128;2;"Regular";"No";0.255;"Calefacción eléctrica";"Invierno";"Tarifa fija";268.0;"Propiedad";2;21.0;5;5;2;1
"Hogar_44";2021;"Diciembre";289.0;"Casa";"Gas";148.0;"Zaragoza";"Aragón";143;1;"Deficiente";"Sí";0.128;"Aire acondicionado";"Invierno";"Tarifa fija";208.0;"Alquiler";11;14.0;9;8;1;2
"Hogar_45";2022;"Mayo";472.0;"Apartamento";"Gas";110.0;"Bilbao";"País Vasco";148;3;"Bueno";"Sí";0.175;"Calefacción eléctrica";"Otoño";"Tarifa variable";201.0;"Alquiler";10;19.0;1;1;2;2
"Hogar_46";2021;"Abril";350.0;"Apartamento";"Gas";55.0;"Zaragoza";"Aragón";40;4;"Regular";"Sí";0.191;"Electrodomésticos";"Primavera";"Tarifa fija";361.0;"Alquiler";6;12.0;9;8;2;2
"Hogar_47";2022;"Julio";106.0;"Casa";"Gas";117.0;"Sevilla";"Andalucía";55;4;"Deficiente";"Sí";0.13;"Calefacción eléctrica";"Primavera";"Tarifa variable";387.0;"Alquiler";18;20.0;2;2;1;2
"Hogar_48";2021;"Mayo";422.0;"Apartamento";"Gas";63.0;"Valencia";"Comunidad Valenciana";100;5;"Regular";"Sí";0.179;"Aire acondicionado";"Verano";"Tarifa fija";388.0;"Alquiler";2;11.0;4;4;2;2
"Hogar_49";2022;"Diciembre";314.0;"Casa";"Eléctrica";125.0;"Barcelona";"Cataluña";142;2;"Deficiente";"No";0.203;"Electrodomésticos";"Primavera";"Tarifa fija";358.0;"Propiedad";2;16.0;10;9;1;1
"Hogar_50";2022;"Mayo";131.0;"Casa";"Gas";173.0;"Málaga";"Andalucía";103;3;"Bueno";"No";0.177;"Aire acondicionado";"Verano";"Tarifa fija";209.0;"Propiedad";10;13.0;7;2;1;2
"Hogar_51";2022;"Septiembre";271.0;"Casa";"Gas";165.0;"Murcia";"Región de Murcia";102;5;"Bueno";"No";0.176;"Electrodomésticos";"Otoño";"Tarifa fija";313.0;"Alquiler";16;21.0;5;5;1;2
"Hogar_52";2021;"Abril";235.0;"Casa";"Gas";104.0;"Las Palmas";"Canarias";108;3;"Bueno";"No";0.249;"Calefacción eléctrica";"Primavera";"Tarifa fija";275.0;"Alquiler";12;13.0;6;6;1;2
"Hogar_53";2022;"Diciembre";153.0;"Casa";"Gas";117.0;"Murcia";"Región de Murcia";61;2;"Bueno";"No";0.217;"Electrodomésticos";"Invierno";"Tarifa fija";363.0;"Alquiler";1;23.0;5;5;1;2
"Hogar_54";2022;"Septiembre";381.0;"Casa";"Gas";134.0;"Murcia";"Región de Murcia";132;4;"Regular";"No";0.238;"Electrodomésticos";"Otoño";"Tarifa fija";284.0;"Propiedad";8;23.0;5;5;1;2
"Hogar_55";2021;"Agosto";448.0;"Apartamento";"Eléctrica";54.0;"Barcelona";"Cataluña";106;1;"Regular";"Sí";0.24;"Calefacción eléctrica";"Verano";"Tarifa fija";248.0;"Propiedad";16;12.0;10;9;2;1
"Hogar_56";2021;"Marzo";276.0;"Apartamento";"Gas";160.0;"Málaga";"Andalucía";115;4;"Bueno";"Sí";0.185;"Aire acondicionado";"Otoño";"Tarifa variable";269.0;"Propiedad";18;19.0;7;2;2;2
"Hogar_57";2021;"Mayo";155.0;"Apartamento";"Gas";120.0;"Barcelona";"Cataluña";65;5;"Bueno";"No";0.107;"Calefacción eléctrica";"Verano";"Tarifa fija";376.0;"Alquiler";13;11.0;10;9;2;2
"Hogar_58";2022;"Mayo";242.0;"Apartamento";"Gas";125.0;"Valencia";"Comunidad Valenciana";55;1;"Bueno";"No";0.28;"Electrodomésticos";"Otoño";"Tarifa variable";330.0;"Alquiler";15;15.0;4;4;2;2
"Hogar_59";2022;"Junio";263.0;"Casa";"Eléctrica";173.0;"Valencia";"Comunidad Valenciana";90;5;"Regular";"Sí";0.177;"Calefacción eléctrica";"Verano";"Tarifa fija";332.0;"Alquiler";12;20.0;4;4;1;1
"Hogar_60";2021;"Abril";189.0;"Casa";"Gas";103.0;"Málaga";"Andalucía";140;2;"Bueno";"Sí";0.146;"Electrodomésticos";"Primavera";"Tarifa variable";388.0;"Alquiler";8;19.0;7;2;1;2
"Hogar_61";2022;"Mayo";197.0;"Apartamento";"Eléctrica";66.0;"Zaragoza";"Aragón";125;1;"Bueno";"Sí";0.299;"Calefacción eléctrica";"Invierno";"Tarifa fija";289.0;"Propiedad";10;19.0;9;8;2;1
"Hogar_62";2022;"Junio";477.0;"Apartamento";"Eléctrica";188.0;"Bilbao";"País Vasco";96;5;"Bueno";"No";0.159;"Calefacción eléctrica";"Verano";"Tarifa fija";225.0;"Alquiler";14;14.0;1;1;2;1
"Hogar_63";2021;"Septiembre";305.0;"Apartamento";"Gas";87.0;"Zaragoza";"Aragón";68;2;"Deficiente";"No";0.196;"Aire acondicionado";"Otoño";"Tarifa fija";271.0;"Alquiler";5;15.0;9;8;2;2
"Hogar_64";2022;"Agosto";187.0;"Casa";"Gas";148.0;"Bilbao";"País Vasco";117;4;"Bueno";"No";0.204;"Electrodomésticos";"Verano";"Tarifa variable";204.0;"Alquiler";18;11.0;1;1;1;2
"Hogar_65";2021;"Septiembre";390.0;"Casa";"Gas";81.0;"Murcia";"Región de Murcia";131;2;"Deficiente";"Sí";0.13;"Aire acondicionado";"Verano";"Tarifa variable";214.0;"Propiedad";19;20.0;5;5;1;2
"Hogar_66";2021;"Septiembre";259.0;"Apartamento";"Eléctrica";142.0;"Madrid";"Comunidad de Madrid";108;3;"Deficiente";"Sí";0.138;"Electrodomésticos";"Verano";"Tarifa variable";322.0;"Propiedad";15;17.0;8;7;2;1
"Hogar_67";2021;"Junio";284.0;"Apartamento";"Eléctrica";74.0;"Bilbao";"País Vasco";86;2;"Bueno";"No";0.2;"Calefacción eléctrica";"Otoño";"Tarifa variable";343.0;"Alquiler";6;20.0;1;1;2;1
"Hogar_68";2021;"Noviembre";310.0;"Casa";"Gas";52.0;"Sevilla";"Andalucía";133;2;"Deficiente";"No";0.287;"Electrodomésticos";"Invierno";"Tarifa fija";200.0;"Propiedad";11;13.0;2;2;1;2
"Hogar_69";2022;"Marzo";124.0;"Casa";"Eléctrica";82.0;"Valencia";"Comunidad Valenciana";149;3;"Bueno";"Sí";0.133;"Aire acondicionado";"Primavera";"Tarifa fija";343.0;"Propiedad";11;14.0;4;4;1;1
"Hogar_70";2022;"Diciembre";455.0;"Apartamento";"Gas";117.0;"Sevilla";"Andalucía";101;5;"Regular";"Sí";0.103;"Aire acondicionado";"Invierno";"Tarifa fija";364.0;"Propiedad";18;15.0;2;2;2;2
"Hogar_71";2022;"Noviembre";416.0;"Casa";"Gas";110.0;"Barcelona";"Cataluña";108;5;"Regular";"Sí";0.218;"Aire acondicionado";"Verano";"Tarifa variable";202.0;"Propiedad";18;10.0;10;9;1;2
"Hogar_72";2022;"Octubre";131.0;"Casa";"Gas";96.0;"Murcia";"Región de Murcia";115;2;"Regular";"Sí";0.281;"Electrodomésticos";"Otoño";"Tarifa fija";379.0;"Propiedad";10;15.0;5;5;1;2
"Hogar_73";2022;"Marzo";261.0;"Apartamento";"Eléctrica";65.0;"Zaragoza";"Aragón";55;3;"Regular";"No";0.25;"Aire acondicionado";"Invierno";"Tarifa variable";246.0;"Alquiler";2;22.0;9;8;2;1
"Hogar_74";2022;"Octubre";368.0;"Apartamento";"Eléctrica";165.0;"Valencia";"Comunidad Valenciana";129;3;"Deficiente";"Sí";0.11;"Aire acondicionado";"Verano";"Tarifa variable";294.0;"Alquiler";9;23.0;4;4;2;1
"Hogar_75";2022;"Junio";115.0;"Apartamento";"Gas";108.0;"Valencia";"Comunidad Valenciana";129;4;"Bueno";"Sí";0.297;"Aire acondicionado";"Primavera";"Tarifa variable";212.0;"Alquiler";14;17.0;4;4;2;2
"Hogar_76";2021;"Octubre";413.0;"Apartamento";"Eléctrica";128.0;"Barcelona";"Cataluña";87;5;"Bueno";"Sí";0.255;"Calefacción eléctrica";"Primavera";"Tarifa variable";319.0;"Propiedad";19;16.0;10;9;2;1
"Hogar_77";2021;"Abril";203.0;"Casa";"Gas";120.0;"Barcelona";"Cataluña";124;1;"Bueno";"No";0.285;"Calefacción eléctrica";"Primavera";"Tarifa variable";254.0;"Propiedad";10;10.0;10;9;1;2
"Hogar_78";2022;"Junio";342.0;"Apartamento";"Eléctrica";85.0;"Sevilla";"Andalucía";78;5;"Regular";"No";0.161;"Electrodomésticos";"Verano";"Tarifa fija";348.0;"Propiedad";4;23.0;2;2;2;1
"Hogar_79";2021;"Febrero";441.0;"Apartamento";"Gas";63.0;"Las Palmas";"Canarias";139;5;"Regular";"Sí";0.25;"Electrodomésticos";"Otoño";"Tarifa variable";265.0;"Propiedad";6;10.0;6;6;2;2
"Hogar_80";2022;"Septiembre";121.0;"Casa";"Eléctrica";138.0;"Valencia";"Comunidad Valenciana";72;4;"Bueno";"Sí";0.268;"Aire acondicionado";"Invierno";"Tarifa variable";381.0;"Alquiler";14;24.0;4;4;1;1
"Hogar_81";2022;"Octubre";344.0;"Apartamento";"Gas";63.0;"Valencia";"Comunidad Valenciana";133;1;"Regular";"Sí";0.29;"Calefacción eléctrica";"Primavera";"Tarifa fija";354.0;"Alquiler";4;17.0;4;4;2;2
"Hogar_82";2021;"Abril";191.0;"Casa";"Gas";184.0;"Barcelona";"Cataluña";140;4;"Bueno";"No";0.145;"Aire acondicionado";"Verano";"Tarifa variable";365.0;"Alquiler";15;15.0;10;9;1;2
"Hogar_83";2021;"Octubre";466.0;"Apartamento";"Gas";58.0;"Málaga";"Andalucía";62;1;"Bueno";"No";0.155;"Aire acondicionado";"Verano";"Tarifa variable";289.0;"Alquiler";16;23.0;7;2;2;2
"Hogar_84";2022;"Mayo";308.0;"Casa";"Eléctrica";65.0;"Barcelona";"Cataluña";49;2;"Bueno";"No";0.242;"Calefacción eléctrica";"Invierno";"Tarifa fija";385.0;"Alquiler";7;10.0;10;9;1;1
"Hogar_85";2021;"Noviembre";396.0;"Apartamento";"Eléctrica";58.0;"Zaragoza";"Aragón";108;1;"Bueno";"Sí";0.242;"Calefacción eléctrica";"Primavera";"Tarifa fija";261.0;"Alquiler";17;18.0;9;8;2;1
"Hogar_86";2021;"Noviembre";207.0;"Apartamento";"Eléctrica";170.0;"Madrid";"Comunidad de Madrid";139;4;"Bueno";"No";0.187;"Calefacción eléctrica";"Verano";"Tarifa fija";301.0;"Propiedad";19;18.0;8;7;2;1
"Hogar_87";2021;"Agosto";148.0;"Casa";"Gas";61.0;"Sevilla";"Andalucía";73;5;"Bueno";"Sí";0.106;"Electrodomésticos";"Invierno";"Tarifa variable";373.0;"Propiedad";19;13.0;2;2;1;2
"Hogar_88";2021;"Septiembre";321.0;"Casa";"Eléctrica";72.0;"Zaragoza";"Aragón";91;1;"Bueno";"Sí";0.271;"Electrodomésticos";"Otoño";"Tarifa fija";338.0;"Alquiler";17;16.0;9;8;1;1
"Hogar_89";2022;"Mayo";324.0;"Apartamento";"Gas";147.0;"Valencia";"Comunidad Valenciana";134;1;"Regular";"Sí";0.135;"Aire acondicionado";"Otoño";"Tarifa fija";399.0;"Propiedad";6;19.0;4;4;2;2
"Hogar_90";2021;"Agosto";215.0;"Apartamento";"Gas";79.0;"Sevilla";"Andalucía";49;3;"Bueno";"No";0.161;"Electrodomésticos";"Otoño";"Tarifa fija";207.0;"Alquiler";11;20.0;2;2;2;2
"Hogar_91";2022;"Abril";167.0;"Apartamento";"Eléctrica";144.0;"Málaga";"Andalucía";58;5;"Bueno";"Sí";0.101;"Calefacción eléctrica";"Primavera";"Tarifa variable";296.0;"Alquiler";16;10.0;7;2;2;1
"Hogar_92";2021;"Enero";354.0;"Apartamento";"Eléctrica";129.0;"Barcelona";"Cataluña";97;2;"Regular";"No";0.122;"Calefacción eléctrica";"Invierno";"Tarifa fija";316.0;"Propiedad";8;24.0;10;9;2;1
"Hogar_93";2021;"Marzo";333.0;"Apartamento";"Gas";114.0;"Las Palmas";"Canarias";135;4;"Regular";"No";0.209;"Electrodomésticos";"Invierno";"Tarifa variable";398.0;"Alquiler";11;12.0;6;6;2;2
"Hogar_94";2021;"Agosto";164.0;"Apartamento";"Gas";95.0;"Valencia";"Comunidad Valenciana";40;2;"Regular";"Sí";0.179;"Aire acondicionado";"Verano";"Tarifa variable";263.0;"Alquiler";7;13.0;4;4;2;2
"Hogar_95";2021;"Octubre";332.0;"Apartamento";"Eléctrica";172.0;"Palma";"Islas Baleares";108;5;"Bueno";"Sí";0.167;"Aire acondicionado";"Verano";"Tarifa fija";220.0;"Alquiler";19;13.0;3;3;2;1
"Hogar_96";2022;"Septiembre";429.0;"Apartamento";"Eléctrica";154.0;"Murcia";"Región de Murcia";148;1;"Deficiente";"No";0.2;"Electrodomésticos";"Verano";"Tarifa variable";399.0;"Propiedad";10;10.0;5;5;2;1
"Hogar_97";2021;"Noviembre";208.0;"Casa";"Gas";141.0;"Málaga";"Andalucía";43;1;"Deficiente";"Sí";0.198;"Aire acondicionado";"Invierno";"Tarifa variable";314.0;"Propiedad";9;11.0;7;2;1;2
"Hogar_98";2021;"Febrero";177.0;"Casa";"Gas";88.0;"Madrid";"Comunidad de Madrid";55;5;"Regular";"No";0.288;"Aire acondicionado";"Verano";"Tarifa fija";390.0;"Propiedad";4;24.0;8;7;1;2
"Hogar_99";2021;"Junio";107.0;"Casa";"Gas";132.0;"Las Palmas";"Canarias";63;1;"Deficiente";"Sí";0.147;"Aire acondicionado";"Invierno";"Tarifa variable";284.0;"Propiedad";15;14.0;6;6;1;2
"Hogar_100";2021;"Julio";384.0;"Apartamento";"Eléctrica";142.0;"Madrid";"Comunidad de Madrid";119;1;"Regular";"No";0.171;"Calefacción eléctrica";"Invierno";"Tarifa fija";391.0;"Alquiler";13;11.0;8;7;2;1
"Hogar_1";2022;"Febrero";206.0;"Casa";"Eléctrica";182.0;"Bilbao";"País Vasco";41;1;"Bueno";"No";0.113;"Calefacción eléctrica";"Otoño";"Tarifa variable";219.0;"Propiedad";2;11.0;1;1;1;1
"Hogar_2";2021;"Julio";199.0;"Casa";"Gas";87.0;"Sevilla";"Andalucía";131;4;"Deficiente";"No";0.154;"Electrodomésticos";"Verano";"Tarifa variable";207.0;"Propiedad";2;20.0;2;2;1;2
"Hogar_3";2021;"Febrero";219.0;"Apartamento";"Eléctrica";65.0;"Palma";"Islas Baleares";71;4;"Bueno";"No";0.13;"Calefacción eléctrica";"Otoño";"Tarifa fija";257.0;"Propiedad";16;22.0;3;3;2;1
"Hogar_4";2021;"Julio";194.0;"Apartamento";"Eléctrica";197.0;"Sevilla";"Andalucía";130;3;"Deficiente";"Sí";0.29;"Aire acondicionado";"Primavera";"Tarifa fija";245.0;"Alquiler";9;13.0;2;2;2;1
"Hogar_5";2022;"Septiembre";408.0;"Apartamento";"Eléctrica";186.0;"Sevilla";"Andalucía";123;2;"Bueno";"Sí";0.158;"Calefacción eléctrica";"Primavera";"Tarifa variable";230.0;"Propiedad";13;10.0;2;2;2;1
"Hogar_6";2022;"Noviembre";483.0;"Apartamento";"Gas";121.0;"Valencia";"Comunidad Valenciana";63;5;"Deficiente";"No";0.22;"Electrodomésticos";"Primavera";"Tarifa variable";292.0;"Propiedad";3;13.0;4;4;2;2
"Hogar_7";2022;"Abril";128.0;"Apartamento";"Gas";74.0;"Valencia";"Comunidad Valenciana";51;5;"Bueno";"No";0.125;"Calefacción eléctrica";"Invierno";"Tarifa fija";208.0;"Alquiler";9;10.0;4;4;2;2
"Hogar_8";2022;"Septiembre";197.0;"Casa";"Eléctrica";145.0;"Murcia";"Región de Murcia";89;5;"Bueno";"Sí";0.264;"Aire acondicionado";"Invierno";"Tarifa variable";214.0;"Alquiler";13;11.0;5;5;1;1
